(i;j)= (0;23)= ,0
(i;j)= (0;24)= ,0
(i;j)= (0;25)= ,0
(i;j)= (0;26)= ,0
(i;j)= (0;36)= ,0
(i;j)= (0;44)= ,0
(i;j)= (1;22)= ,1081.87
(i;j)= (1;27)= ,1081.87
(i;j)= (1;35)= ,1081.87
(i;j)= (1;37)= ,1081.87
(i;j)= (1;43)= ,806.381
(i;j)= (1;45)= ,806.381
(i;j)= (2;21)= ,1020
(i;j)= (2;27)= ,1020
(i;j)= (2;34)= ,1020
(i;j)= (2;37)= ,1020
(i;j)= (2;43)= ,1020
(i;j)= (2;45)= ,1020
(i;j)= (3;22)= ,1140.39
(i;j)= (3;28)= ,1081.87
(i;j)= (3;34)= ,1020
(i;j)= (3;38)= ,1140.39
(i;j)= (3;43)= ,1140.39
(i;j)= (3;44)= ,510
(i;j)= (3;45)= ,1140.39
(i;j)= (4;22)= ,1140.39
(i;j)= (4;29)= ,1140.39
(i;j)= (4;30)= ,1081.87
(i;j)= (4;34)= ,1020
(i;j)= (4;38)= ,1140.39
(i;j)= (4;43)= ,1140.39
(i;j)= (4;45)= ,806.381
(i;j)= (4;46)= ,721.249
(i;j)= (5;22)= ,1020
(i;j)= (5;30)= ,1140.39
(i;j)= (5;34)= ,1020
(i;j)= (5;38)= ,1020
(i;j)= (5;42)= ,1020
(i;j)= (5;46)= ,721.249
(i;j)= (6;23)= ,1081.87
(i;j)= (6;31)= ,1081.87
(i;j)= (6;34)= ,1020
(i;j)= (6;39)= ,1081.87
(i;j)= (6;40)= ,1020
(i;j)= (6;41)= ,1020
(i;j)= (6;42)= ,1081.87
(i;j)= (6;47)= ,1140.39
(i;j)= (7;24)= ,1081.87
(i;j)= (7;32)= ,1081.87
(i;j)= (7;47)= ,1140.39
(i;j)= (8;24)= ,1020
(i;j)= (8;32)= ,1020
(i;j)= (8;47)= ,1020
(i;j)= (9;25)= ,1140.39
(i;j)= (9;33)= ,1081.87
(i;j)= (9;34)= ,1081.87
(i;j)= (9;48)= ,1140.39
(i;j)= (10;25)= ,1140.39
(i;j)= (10;48)= ,1140.39
(i;j)= (11;25)= ,1020
(i;j)= (11;48)= ,1020
(i;j)= (12;26)= ,1081.87
(i;j)= (12;27)= ,1020
(i;j)= (12;49)= ,1081.87
(i;j)= (12;50)= ,1020
(i;j)= (13;28)= ,1081.87
(i;j)= (13;51)= ,1081.87
(i;j)= (14;28)= ,1020
(i;j)= (14;51)= ,1020
(i;j)= (15;29)= ,1140.39
(i;j)= (15;38)= ,1020
(i;j)= (15;39)= ,1020
(i;j)= (15;41)= ,510
(i;j)= (15;52)= ,1081.87
(i;j)= (15;53)= ,806.381
(i;j)= (16;29)= ,1140.39
(i;j)= (16;37)= ,1081.87
(i;j)= (16;40)= ,1081.87
(i;j)= (17;30)= ,1140.39
(i;j)= (17;36)= ,1020
(i;j)= (17;40)= ,1020
