newAngle(i,j)= (0, 23)= 0
newAngle(i,j)= (0, 24)= 0
newAngle(i,j)= (0, 25)= 0
newAngle(i,j)= (0, 26)= 0
newAngle(i,j)= (0, 36)= 0
newAngle(i,j)= (0, 44)= 0
newAngle(i,j)= (1, 22)= 44.9905
newAngle(i,j)= (1, 27)= 135.01
newAngle(i,j)= (1, 35)= 44.9905
newAngle(i,j)= (1, 37)= 135.01
newAngle(i,j)= (1, 43)= 18.4387
newAngle(i,j)= (1, 45)= 161.561
newAngle(i,j)= (2, 21)= 0
newAngle(i,j)= (2, 27)= 180
newAngle(i,j)= (2, 34)= 0
newAngle(i,j)= (2, 37)= 180
newAngle(i,j)= (2, 43)= 0
newAngle(i,j)= (2, 45)= 180
newAngle(i,j)= (3, 22)= 333.433
newAngle(i,j)= (3, 28)= 135.01
newAngle(i,j)= (3, 34)= 0
newAngle(i,j)= (3, 38)= 153.433
newAngle(i,j)= (3, 43)= 26.5671
newAngle(i,j)= (3, 44)= 90
newAngle(i,j)= (3, 45)= 153.433
newAngle(i,j)= (4, 22)= 333.433
newAngle(i,j)= (4, 29)= 116.567
newAngle(i,j)= (4, 30)= 135.01
newAngle(i,j)= (4, 34)= 0
newAngle(i,j)= (4, 38)= 153.433
newAngle(i,j)= (4, 43)= 26.5671
newAngle(i,j)= (4, 45)= 161.561
newAngle(i,j)= (4, 46)= 135.01
newAngle(i,j)= (5, 22)= 0
newAngle(i,j)= (5, 30)= 153.433
newAngle(i,j)= (5, 34)= 0
newAngle(i,j)= (5, 38)= 180
newAngle(i,j)= (5, 42)= 0
newAngle(i,j)= (5, 46)= 135.01
newAngle(i,j)= (6, 23)= 315.01
newAngle(i,j)= (6, 31)= 135.01
newAngle(i,j)= (6, 34)= 0
newAngle(i,j)= (6, 39)= 135.01
newAngle(i,j)= (6, 40)= 90
newAngle(i,j)= (6, 41)= 90
newAngle(i,j)= (6, 42)= 44.9905
newAngle(i,j)= (6, 47)= 153.433
newAngle(i,j)= (7, 24)= 315.01
newAngle(i,j)= (7, 32)= 135.01
newAngle(i,j)= (7, 47)= 153.433
newAngle(i,j)= (8, 24)= 0
newAngle(i,j)= (8, 32)= 180
newAngle(i,j)= (8, 47)= 180
newAngle(i,j)= (9, 25)= 333.433
newAngle(i,j)= (9, 33)= 135.01
newAngle(i,j)= (9, 34)= 44.9905
newAngle(i,j)= (9, 48)= 153.433
newAngle(i,j)= (10, 25)= 333.433
newAngle(i,j)= (10, 48)= 153.433
newAngle(i,j)= (11, 25)= 0
newAngle(i,j)= (11, 48)= 180
newAngle(i,j)= (12, 26)= 315.01
newAngle(i,j)= (12, 27)= 270
newAngle(i,j)= (12, 49)= 135.01
newAngle(i,j)= (12, 50)= 90
newAngle(i,j)= (13, 28)= 315.01
newAngle(i,j)= (13, 51)= 135.01
newAngle(i,j)= (14, 28)= 0
newAngle(i,j)= (14, 51)= 180
newAngle(i,j)= (15, 29)= 333.433
newAngle(i,j)= (15, 38)= 270
newAngle(i,j)= (15, 39)= 270
newAngle(i,j)= (15, 41)= 270
newAngle(i,j)= (15, 52)= 135.01
newAngle(i,j)= (15, 53)= 108.439
newAngle(i,j)= (16, 29)= 333.433
newAngle(i,j)= (16, 37)= 224.99
newAngle(i,j)= (16, 40)= 315.01
newAngle(i,j)= (17, 30)= 333.433
newAngle(i,j)= (17, 36)= 180
newAngle(i,j)= (17, 40)= 0
newAngle(i,j)= (17, 53)= 206.567
newAngle(i,j)= (18, 30)= 315.01
newAngle(i,j)= (18, 31)= 315.01
newAngle(i,j)= (18, 36)= 180
newAngle(i,j)= (18, 40)= 341.561
newAngle(i,j)= (18, 46)= 251.561
newAngle(i,j)= (18, 47)= 288.439
newAngle(i,j)= (18, 53)= 135.01
newAngle(i,j)= (18, 54)= 90
newAngle(i,j)= (19, 31)= 333.433
newAngle(i,j)= (19, 36)= 180
newAngle(i,j)= (19, 42)= 270
newAngle(i,j)= (19, 43)= 270
newAngle(i,j)= (19, 44)= 296.567
newAngle(i,j)= (19, 45)= 270
newAngle(i,j)= (19, 55)= 135.01
newAngle(i,j)= (20, 31)= 0
newAngle(i,j)= (20, 36)= 180
newAngle(i,j)= (20, 47)= 18.4387
newAngle(i,j)= (20, 56)= 153.433
newAngle(i,j)= (21, 32)= 315.01
newAngle(i,j)= (21, 37)= 153.433
newAngle(i,j)= (21, 45)= 0
newAngle(i,j)= (21, 48)= 296.567
newAngle(i,j)= (21, 49)= 270
newAngle(i,j)= (21, 50)= 270
newAngle(i,j)= (21, 51)= 270
newAngle(i,j)= (21, 52)= 270
newAngle(i,j)= (21, 56)= 153.433
newAngle(i,j)= (22, 33)= 315.01
newAngle(i,j)= (22, 37)= 135.01
newAngle(i,j)= (22, 38)= 135.01
newAngle(i,j)= (22, 53)= 315.01
newAngle(i,j)= (22, 56)= 180
newAngle(i,j)= (23, 33)= 0
newAngle(i,j)= (23, 38)= 180
newAngle(i,j)= (23, 53)= 0
newAngle(i,j)= (23, 56)= 180
newAngle(i,j)= (24, 34)= 333.433
newAngle(i,j)= (24, 38)= 161.561
newAngle(i,j)= (24, 54)= 333.433
newAngle(i,j)= (24, 55)= 270
newAngle(i,j)= (24, 56)= 206.567
newAngle(i,j)= (25, 34)= 333.433
newAngle(i,j)= (25, 39)= 135.01
newAngle(i,j)= (25, 54)= 333.433
newAngle(i,j)= (25, 56)= 206.567
newAngle(i,j)= (26, 34)= 0
newAngle(i,j)= (26, 39)= 180
newAngle(i,j)= (26, 54)= 341.561
newAngle(i,j)= (26, 56)= 198.439
newAngle(i,j)= (27, 35)= 333.433
newAngle(i,j)= (27, 40)= 135.01
newAngle(i,j)= (28, 35)= 333.433
newAngle(i,j)= (28, 41)= 135.01
newAngle(i,j)= (29, 35)= 0
newAngle(i,j)= (29, 41)= 180
newAngle(i,j)= (30, 36)= 315.01
newAngle(i,j)= (30, 37)= 270
newAngle(i,j)= (30, 42)= 153.433
newAngle(i,j)= (31, 38)= 315.01
newAngle(i,j)= (31, 42)= 153.433
newAngle(i,j)= (32, 38)= 0
newAngle(i,j)= (32, 42)= 180
newAngle(i,j)= (33, 38)= 0
newAngle(i,j)= (33, 43)= 135.01
newAngle(i,j)= (34, 38)= 0
newAngle(i,j)= (34, 44)= 135.01
newAngle(i,j)= (35, 38)= 0
newAngle(i,j)= (35, 44)= 180
newAngle(i,j)= (36, 38)= 0
newAngle(i,j)= (36, 44)= 180
